id,f90,mean,var_resid,smul
002150,1.000275,0.486139,0.01318419,0.191959
002151,0.905880,0.693189,0.01822379,0.160768
002152,0.880875,0.714952,0.02356817,0.178376
002153,0.925872,0.651645,0.02114341,0.211211
002154,0.982668,0.753170,0.05933991,0.000000
002155,0.980585,0.818893,0.05227624,0.000000
002156,0.979838,0.758461,0.05623435,0.000000
002157,0.173466,0.324768,0.00374405,0.156742
002158,0.199640,0.441035,0.00813405,0.195312
002159,0.196714,0.451377,0.00627359,0.171275
002160,0.118225,0.425294,0.00724704,0.176761
002161,0.118225,0.413680,0.00568658,0.168936
002162,0.117188,0.430897,0.00669657,0.174580
002163,0.606413,0.445563,0.01200850,0.211156
002164,0.649613,0.410818,0.01142954,0.228175
002165,0.593184,0.437753,0.00813325,0.174833
002166,1.006388,0.665841,0.02162503,0.202761
002167,1.006449,0.547330,0.01161214,0.145795
002168,1.009749,0.513877,0.01549799,0.203637
002169,0.375081,0.454229,0.00968074,0.218079
002170,0.368515,0.445591,0.00637734,0.171930
002171,0.397748,0.431481,0.00889351,0.214348
002172,0.078125,0.354459,0.00597544,0.197557
002173,0.078125,0.390436,0.00638415,0.187246
002174,0.079672,0.407118,0.00888659,0.215343
002175,0.339552,0.518005,0.01073479,0.158696
002176,0.352516,0.526733,0.01291872,0.177360
002177,0.337297,0.524676,0.01426171,0.191173
002178,1.010323,0.601329,0.01872413,0.201186
002179,1.002104,0.526243,0.01054034,0.152382
002180,1.017966,0.527929,0.01303831,0.198742
002181,0.633005,0.391290,0.00730410,0.211441
002182,0.566177,0.375214,0.00523230,0.183862
002183,0.593442,0.375790,0.00617959,0.200654
002184,0.283089,0.562540,0.01690364,0.222351
002185,0.276214,0.586432,0.01355410,0.184999
002186,0.284379,0.597858,0.00982383,0.160828
002187,0.930442,0.189283,0.00154955,0.165106
002188,0.930311,0.464817,0.01064977,0.180525
002189,0.907663,0.330500,0.00485746,0.197711
002190,0.081565,0.706591,0.01654612,0.177930
002191,0.062986,0.585954,0.01527317,0.212014
002192,0.062986,0.569921,0.01308929,0.197328
002193,0.960810,0.364852,0.00919006,0.227123
002194,0.953541,0.371614,0.01218586,0.264347
002195,0.954341,0.368681,0.01139016,0.249148
002196,0.843243,0.542064,0.01120963,0.175221
002197,0.929720,0.478557,0.01314694,0.226815
002198,0.890762,0.473295,0.01151520,0.205714
002199,0.200250,0.651428,0.01354314,0.154574
002200,0.194058,0.635684,0.01259440,0.150546
002201,0.195781,0.647842,0.01407925,0.159929
002202,0.257931,0.454665,0.01022693,0.213545
002203,0.276214,0.400765,0.00592471,0.175266
002204,0.278853,0.418665,0.00859778,0.212424
002205,0.979059,0.671775,0.01965429,0.148789
002206,0.889665,0.686293,0.02708939,0.199055
002207,0.919090,0.610228,0.01957473,0.181151
002208,0.979340,0.572973,0.01397376,0.185678
002209,0.777177,0.646157,0.01864318,0.198511
002210,0.953157,0.544309,0.01450342,0.193610
002211,1.079624,0.397183,0.00778299,0.196349
002212,1.051703,0.382874,0.00861077,0.222005
002213,1.049001,0.402634,0.01193541,0.256968
002214,0.612871,0.641664,0.01876097,0.171250
002215,0.669554,0.654722,0.01681829,0.151556
002216,0.651208,0.644324,0.02346805,0.202256
002217,1.016706,0.301811,0.00470473,0.213118
002218,0.961192,0.279284,0.00323476,0.196608
002219,0.994400,0.311894,0.00490425,0.240432
002220,0.677214,0.501510,0.00927507,0.193881
002221,0.659266,0.501149,0.01008925,0.197320
002222,0.678384,0.494320,0.01074700,0.227125
002223,0.692850,0.290036,0.00448915,0.207044
002224,0.375081,0.248645,0.00241802,0.160769
002225,0.723363,0.202655,0.00199212,0.187142
002226,0.970575,0.389564,0.00823453,0.197738
002227,0.964614,0.404647,0.00819582,0.196317
002228,0.966353,0.395693,0.01163921,0.243188
002229,0.524078,0.485966,0.00965917,0.180751
002230,0.656994,0.401121,0.00603455,0.175648
002231,0.377029,0.477727,0.01106494,0.200184
002232,0.118225,0.669793,0.02348888,0.209990
002233,0.094399,0.779146,0.02159404,0.171416
002234,0.109375,0.692464,0.01362316,0.173416
002235,1.012917,0.468546,0.01531493,0.219933
002236,1.014573,0.473530,0.01238456,0.194979
002237,1.019494,0.450447,0.00985066,0.164649
002238,0.967363,0.492870,0.01221842,0.194381
002239,1.003169,0.573530,0.01815706,0.215080
002240,1.011319,0.535789,0.01453750,0.196606
002241,0.500976,0.361678,0.00554521,0.202340
002242,0.442494,0.428947,0.00699148,0.189142
002243,0.470050,0.382090,0.00674489,0.208413
002244,0.667546,0.630065,0.01212290,0.145833
002245,0.674323,0.634589,0.02247738,0.223974
002246,0.656994,0.619191,0.01437159,0.187231
002247,0.377918,0.792125,0.01926223,0.153942
002248,0.403310,0.771787,0.03041657,0.210045
002249,0.399966,0.775036,0.02559449,0.192515
002250,0.597541,0.584410,0.01445668,0.163870
002251,0.602374,0.571166,0.01860980,0.208098
002252,0.621524,0.573976,0.01412174,0.177801
002253,0.516157,0.392181,0.00686485,0.205026
002254,0.510151,0.366829,0.00778613,0.239819
002255,0.553366,0.425551,0.00670593,0.193469
002256,1.018895,0.291336,0.00429595,0.200744
002257,0.570366,0.355077,0.00581716,0.185408
002258,0.904430,0.437608,0.01130240,0.210440
002259,0.405348,0.723815,0.01751476,0.138811
002260,0.406250,0.699917,0.01990773,0.160580
002261,0.394821,0.721328,0.02490838,0.179812
002262,1.062500,0.280127,0.00868502,0.235815
002263,1.055237,0.214681,0.00718199,0.322567
002264,1.063476,0.257810,0.00835172,0.268041
002265,0.261923,0.406104,0.00759117,0.182573
002266,0.294086,0.468158,0.00833775,0.176034
002267,0.305588,0.361297,0.00552482,0.179876
002268,0.289168,0.293828,0.00589034,0.204277
002269,0.507812,0.330653,0.00572601,0.196638
002270,0.692542,0.323487,0.00539996,0.192160
002271,0.462722,0.787604,0.01819838,0.143644
002272,0.376300,0.754550,0.01839119,0.155412
002273,0.376300,0.750236,0.01846426,0.161200
002274,0.226562,0.656848,0.01260870,0.162768
002275,0.242691,0.623931,0.01397548,0.173807
002276,0.275217,0.648119,0.02248016,0.233383
002277,0.444421,0.668990,0.01716164,0.160926
002278,0.509971,0.615974,0.01587368,0.173833
002279,0.499267,0.602983,0.01690108,0.193662
002280,0.176777,0.363440,0.00640077,0.201997
002281,0.172584,0.399096,0.00566668,0.165592
002282,0.181210,0.509029,0.00796109,0.158122
002283,1.070769,0.463917,0.00913199,0.271200
002284,1.023646,0.416465,0.01244344,0.311483
002285,1.020212,0.404146,0.01180514,0.319100
002286,0.305088,0.416800,0.00767145,0.186046
002287,0.294812,0.356003,0.00629625,0.186469
002288,0.304688,0.404482,0.00827085,0.221016
002289,1.080415,0.558082,0.01778761,0.193455
002290,1.049466,0.531151,0.01750155,0.196778
002291,1.031280,0.513690,0.00962983,0.174532
002292,0.828935,0.516374,0.01230595,0.197764
002293,0.902234,0.520772,0.01041153,0.162304
002294,0.885298,0.478773,0.01013520,0.174962
002295,0.385988,0.607709,0.01726678,0.192602
002296,0.335574,0.614937,0.01264897,0.166519
002297,0.349822,0.603854,0.01637426,0.189578
002298,0.651817,0.584284,0.01721403,0.211113
002299,0.619113,0.547982,0.00986807,0.170516
002300,0.619606,0.544214,0.01019581,0.168041
002301,0.419990,0.641145,0.01325879,0.162796
002302,0.537248,0.606779,0.01175747,0.178225
002303,0.420716,0.639293,0.01400900,0.170091
002304,1.004020,0.394811,0.00840685,0.210222
002305,1.027247,0.399693,0.00751887,0.212949
002306,1.037299,0.481828,0.01101048,0.190994
002307,0.745429,0.440060,0.00865662,0.188478
002308,0.661668,0.404387,0.00693728,0.170909
002309,0.671739,0.414936,0.00778386,0.177990
002310,0.938053,0.476987,0.01344481,0.238616
002311,0.925344,0.529332,0.01089858,0.190893
002312,0.899659,0.539134,0.01222603,0.197598
002313,0.101562,0.472539,0.01291346,0.209361
002314,0.118996,0.512788,0.00999256,0.167975
002315,0.122035,0.527559,0.01083957,0.176097
002316,0.213240,0.551290,0.00898258,0.158902
002317,0.216083,0.546473,0.00911320,0.162791
002318,0.221247,0.539607,0.01038960,0.169044
002319,0.886263,0.759084,0.02299884,0.175330
002320,0.900066,0.744212,0.02206270,0.185483
002321,0.822059,0.762028,0.02368917,0.161266
002322,0.328497,0.407420,0.00637335,0.171590
002323,0.321169,0.339212,0.00567663,0.196493
002324,0.326447,0.378792,0.00573030,0.169901
002325,0.275217,0.540109,0.01211471,0.212469
002326,0.260169,0.489990,0.00948250,0.207124
002327,0.252430,0.552824,0.01034730,0.176986
002328,0.964361,0.406306,0.00797952,0.209788
002329,0.951234,0.301718,0.00481796,0.206382
002330,0.938346,0.406272,0.00938142,0.218172
002331,1.014452,0.478859,0.01131447,0.202836
002332,0.992403,0.473440,0.01000143,0.182325
002333,1.008085,0.281049,0.00396520,0.198239
002334,0.423680,0.337285,0.00473294,0.173213
002335,0.510689,0.313730,0.00422535,0.184416
002336,0.305588,0.369420,0.00705508,0.191393
002337,0.682197,0.502326,0.00887120,0.174606
002338,0.858558,0.597737,0.01353000,0.176753
002339,0.862919,0.533059,0.01163927,0.181058
002340,0.203725,0.489975,0.00830540,0.189241
002341,0.123526,0.506008,0.00819028,0.177614
002342,0.716241,0.430712,0.00804380,0.175411
002343,0.981270,0.516927,0.01037510,0.167822
002344,0.979340,0.533882,0.01199856,0.148959
002345,0.985057,0.529906,0.01224176,0.179744
002346,0.928669,0.450818,0.01272798,0.230451
002347,0.987470,0.421512,0.00893798,0.187426
002348,0.951972,0.453026,0.00816871,0.170731
002349,1.042230,0.534412,0.01495821,0.176981
002350,0.993693,0.638541,0.02322068,0.224291
002351,1.025225,0.611331,0.01570580,0.187596
002352,0.050024,0.626304,0.01762976,0.189137
002353,0.054688,0.548047,0.01112794,0.171100
002354,0.055243,0.634456,0.01375873,0.168699
002355,0.108816,0.409325,0.00595664,0.168095
002356,0.118996,0.384433,0.00591049,0.182530
002357,0.116141,0.370434,0.00511414,0.177210
002358,0.367520,0.521761,0.01183507,0.202190
002359,0.358525,0.548221,0.01396119,0.207715
002360,0.377110,0.491638,0.00755778,0.175854
002361,0.970764,0.401221,0.01016313,0.218100
002362,0.961287,0.419679,0.01008386,0.206066
002363,0.993939,0.500940,0.01455595,0.233985
002364,0.575002,0.392524,0.00619722,0.202135
002365,0.494415,0.427528,0.00966867,0.220188
002366,0.530560,0.392667,0.00639711,0.202120
002367,0.314059,0.434576,0.00708043,0.193142
002368,0.311032,0.400410,0.00784494,0.216453
002369,0.318784,0.430127,0.00963792,0.216325
002370,0.981798,0.585724,0.01474329,0.171892
002371,0.875871,0.579792,0.01830719,0.222954
002372,0.991326,0.469620,0.01392054,0.234538
002373,1.085516,0.562797,0.01563761,0.115357
002374,1.022811,0.582175,0.01859709,0.186364
002375,1.065168,0.587236,0.01382990,0.141937
002376,0.964709,0.475874,0.00852097,0.181307
002377,0.954597,0.558171,0.01295029,0.198457
002378,0.994676,0.472008,0.01069862,0.204246
002379,0.183053,0.446282,0.01053524,0.218289
002380,0.205069,0.423168,0.00718156,0.185840
002381,0.164805,0.364937,0.00451612,0.160229
002382,0.814788,0.565377,0.02006181,0.181347
002383,0.835061,0.583016,0.01695333,0.149457
002384,0.806619,0.578379,0.01586255,0.152066
002385,0.515211,0.644485,0.01660280,0.163226
002386,0.507332,0.612151,0.01983445,0.200580
002387,0.504375,0.638356,0.01528855,0.169839
002388,1.010323,0.373505,0.00774600,0.266262
002389,1.045387,0.608056,0.01584546,0.196794
002390,1.049670,0.652713,0.01689341,0.196715
002391,0.698116,0.424401,0.01104598,0.210209
002392,0.673961,0.450595,0.00800592,0.175366
002393,0.331640,0.398251,0.00689204,0.172147
002394,0.400881,0.635900,0.01858529,0.172886
002395,0.504980,0.708057,0.01810617,0.127060
002396,0.476627,0.698113,0.01955119,0.149300
002397,0.151691,0.822133,0.01849332,0.164301
002398,0.091109,0.611236,0.01185126,0.161884
002399,0.143631,0.670385,0.01538158,0.174613
002400,0.628360,0.403597,0.00731865,0.190552
002401,0.614412,0.491898,0.00983337,0.180566
002402,0.581756,0.480841,0.00917379,0.173740
002403,0.056337,0.572927,0.01991827,0.224187
002404,0.073703,0.565997,0.01518117,0.232151
002405,0.050024,0.434807,0.01048805,0.197372
002406,0.140842,0.521879,0.00911232,0.183523
002407,0.140842,0.587377,0.00993681,0.169747
002408,0.133042,0.456427,0.00929254,0.193134
002409,0.820312,0.743928,0.02258610,0.183654
002410,0.679328,0.698414,0.02293065,0.197951
002411,0.770314,0.650690,0.01936028,0.192568
002412,0.873674,0.550158,0.01462263,0.197541
002413,0.904700,0.554866,0.01192922,0.164670
002414,0.940101,0.506285,0.01117223,0.179576
002415,1.021647,0.446410,0.01152266,0.200448
002416,1.014362,0.486891,0.01013809,0.169953
002417,1.020690,0.509400,0.01195409,0.179970
002418,0.447432,0.418355,0.00531373,0.163646
002419,0.449677,0.414994,0.00779620,0.194150
002420,0.482355,0.469597,0.00726351,0.182764
002421,0.354329,0.637646,0.01383158,0.149452
002422,0.330442,0.638048,0.01895291,0.180012
002423,0.331456,0.638731,0.01458745,0.150193
002424,0.245317,0.529693,0.01442240,0.204775
002425,0.763589,0.473697,0.00918275,0.176028
002426,0.852852,0.527369,0.01223597,0.175998
002427,0.855032,0.744078,0.01998225,0.175163
002428,0.777059,0.653449,0.01472216,0.165528
002429,0.515862,0.642989,0.01791519,0.183081
002430,0.917096,0.364509,0.00948416,0.242465
002431,0.909074,0.434201,0.01038461,0.200967
002432,0.947473,0.377748,0.00950497,0.240123
002433,0.653127,0.440632,0.00810004,0.178884
002434,0.390703,0.463346,0.00865938,0.171004
002435,0.615752,0.406181,0.01044666,0.233041
002436,0.898302,0.269562,0.00540715,0.266354
002437,0.849876,0.513687,0.01865086,0.235930
002438,0.839253,0.583762,0.01596412,0.191217
002439,1.020302,0.391924,0.00685392,0.188019
002440,0.949982,0.483599,0.00851654,0.159352
002441,1.005660,0.483066,0.01327503,0.212870
002442,0.924817,0.557669,0.01260880,0.185436
002443,0.975843,0.595900,0.01406230,0.185419
002444,0.993693,0.478689,0.01127207,0.199034
002445,1.033260,0.535317,0.01437205,0.190458
002446,1.017246,0.507566,0.01268538,0.179539
002447,1.031280,0.532482,0.01772699,0.211538
002448,0.986295,0.384495,0.00492385,0.171783
002449,0.981581,0.452990,0.00606307,0.166353
002450,0.994154,0.548076,0.00923337,0.163312
002451,0.803321,0.424224,0.00866671,0.200215
002452,0.722181,0.574520,0.01509915,0.181657
002453,0.793228,0.375449,0.00662909,0.200231
002454,0.327194,0.680317,0.01685661,0.168019
002455,0.468815,0.627207,0.02072453,0.229384
002456,0.395285,0.650364,0.01347357,0.161669
002457,0.324947,0.267187,0.00466157,0.211244
002458,0.347019,0.298492,0.00615784,0.226631
002459,0.306385,0.299660,0.00642201,0.221235
002460,0.539968,0.349010,0.00847650,0.224338
002461,0.884884,0.395192,0.00633479,0.185462
002462,0.911086,0.471136,0.01308960,0.207854
002463,1.042610,0.584364,0.01363660,0.179183
002464,0.993141,0.371293,0.00547711,0.181595
002465,1.037916,0.665012,0.01569574,0.176975
002466,0.121283,0.852890,0.01949202,0.176323
002467,0.096635,0.778887,0.02025082,0.175403
002468,0.117448,0.797722,0.02440157,0.195721
002469,0.348774,0.497049,0.01390794,0.194793
002470,0.363428,0.496945,0.00994251,0.155284
002471,0.359460,0.499189,0.01217819,0.172674
002472,0.501097,0.536156,0.01004343,0.172662
002473,0.628214,0.449642,0.00839400,0.170517
002474,0.731293,0.449827,0.00969685,0.184530
002475,0.905307,0.623688,0.01283158,0.157826
002476,0.839762,0.601011,0.01735729,0.188503
002477,0.944925,0.587412,0.01131267,0.146130
002478,0.692850,0.353568,0.00559205,0.223095
002479,0.671784,0.374571,0.00500667,0.189245
002480,0.674776,0.411450,0.00822524,0.210424
002481,0.918692,0.654377,0.02641503,0.216476
002482,0.919621,0.723935,0.02251449,0.166512
002483,0.906048,0.653633,0.01955253,0.185399
002484,0.089076,0.714384,0.01735680,0.184339
002485,0.099437,0.679282,0.02088447,0.214806
002486,0.087346,0.697621,0.01376100,0.160297
002487,0.956481,0.515791,0.01564438,0.214826
002488,0.875871,0.598808,0.01325882,0.177920
002489,0.998931,0.595276,0.01643421,0.189551
002490,0.903147,0.522084,0.01131511,0.223558
002491,0.912224,0.528014,0.01006962,0.183963
002492,0.890762,0.524835,0.01060664,0.203725
002493,0.165728,0.529777,0.01125359,0.179341
002494,0.190086,0.576704,0.01948910,0.229012
002495,0.175564,0.507815,0.00876716,0.165283
002496,0.969065,0.341099,0.00432188,0.160109
002497,1.000641,0.382236,0.00553533,0.172937
002498,1.000031,0.497122,0.01201870,0.187535
002499,0.849266,0.678780,0.01812789,0.140026
002500,0.824024,0.691728,0.01960064,0.148243
002501,0.826576,0.686312,0.01753498,0.144316
002502,0.734375,0.396719,0.00657091,0.190445
002503,0.995902,0.460633,0.01006288,0.201681
002504,0.975061,0.435607,0.00733892,0.157677
002505,0.935219,0.232777,0.00340224,0.304679
002506,0.947988,0.256389,0.00388117,0.297668
002507,0.966132,0.225379,0.00304688,0.303002
002508,0.069877,0.580243,0.01578806,0.218306
002509,0.062986,0.588503,0.01185076,0.169007
002510,0.067206,0.593889,0.01574306,0.205885
002511,0.996576,0.416539,0.00626936,0.169502
002512,1.002499,0.469520,0.00812913,0.171509
002513,1.008085,0.451586,0.00849403,0.211707
002514,0.460142,0.774700,0.02645934,0.183497
002515,0.463776,0.794842,0.02614732,0.191307
002516,0.465942,0.792788,0.02485650,0.193542
002517,0.742475,0.661141,0.01338770,0.152840
002518,0.740335,0.657515,0.01546489,0.177715
002519,0.806619,0.627792,0.01725572,0.186526
002520,0.737237,0.773602,0.01965475,0.150373
002521,1.038122,0.655794,0.01920792,0.161351
002522,0.643192,0.753344,0.03233093,0.196740
002523,0.076944,0.657610,0.01433272,0.187484
002524,0.045554,0.528637,0.01083292,0.171943
002525,0.056876,0.569611,0.01143243,0.187810
002526,1.028910,0.168794,0.00449698,0.298822
002527,1.052631,0.219529,0.00633601,0.274017
002528,1.071936,0.198162,0.00673542,0.301117
002529,1.034235,0.445559,0.01027402,0.209488
002530,1.033762,0.447040,0.00930701,0.186722
002531,1.014452,0.463830,0.01064939,0.199211
002532,1.047924,0.493888,0.01361929,0.198204
002533,1.001220,0.487066,0.00963318,0.142922
002534,1.008902,0.429348,0.00846039,0.195792
002535,0.299434,0.726066,0.02628464,0.219196
002536,0.615405,0.693245,0.01984734,0.186801
002537,0.136439,0.620162,0.01359669,0.166601
002538,0.881809,0.274251,0.00594980,0.245145
002539,0.870314,0.318692,0.00699105,0.243612
002540,0.912191,0.355366,0.00798285,0.243453
002541,0.900880,0.711812,0.02595445,0.190620
002542,0.967142,0.767190,0.02761335,0.148547
002543,0.476242,0.807079,0.02394635,0.138234
002544,0.449881,0.450066,0.01064186,0.207587
002545,0.469336,0.408028,0.00629349,0.175470
002546,0.464565,0.458129,0.01215884,0.224470
002547,0.959380,0.582814,0.01166156,0.166398
002548,0.962080,0.403901,0.00968638,0.213433
002549,0.959380,0.461079,0.01010227,0.184211
002550,0.167741,0.339369,0.00919810,0.237086
002551,0.164805,0.494798,0.00922871,0.161713
002552,0.187663,0.435284,0.01027695,0.208299
002553,0.739386,0.562943,0.01007375,0.165800
002554,0.951234,0.514672,0.01432360,0.193683
002555,0.281358,0.484022,0.01169010,0.190781
002556,0.659636,0.645840,0.01309096,0.161841
002557,0.239144,0.591879,0.01775614,0.203666
002558,0.289484,0.613105,0.01572356,0.186080
002559,0.933651,0.410347,0.00873905,0.222440
002560,1.005509,0.508688,0.01435987,0.205952
002561,0.921908,0.547508,0.01182149,0.180486
002562,0.267457,0.370609,0.00407074,0.174459
002563,0.296464,0.389780,0.00730619,0.210242
002564,0.320693,0.385643,0.00736170,0.227270
002565,0.923661,0.471968,0.01010813,0.193891
002566,0.906048,0.432583,0.00668699,0.159726
002567,0.874581,0.473686,0.00929999,0.199233
002568,0.255075,0.544040,0.01029999,0.168593
002569,0.478671,0.529763,0.00864313,0.183693
002570,0.164805,0.454724,0.00815728,0.201825
002571,1.091432,0.277713,0.00684592,0.270417
002572,1.072136,0.327481,0.00792254,0.258494
002573,1.072221,0.271291,0.00598896,0.253623
002574,0.931786,0.499592,0.01243143,0.197054
002575,0.978779,0.388627,0.00574986,0.155769
002576,0.930508,0.569156,0.01475515,0.201818
002577,0.293671,0.577221,0.01516450,0.182320
002578,0.289168,0.595290,0.01510445,0.177587
002579,0.301567,0.602143,0.01535895,0.175096
002580,1.091180,0.552697,0.01432523,0.150381
002581,1.034471,0.539051,0.01162475,0.145591
002582,1.044219,0.538508,0.01031996,0.165357
002583,0.906385,0.583520,0.01229347,0.165695
002584,0.904227,0.491004,0.01104519,0.177526
002585,0.914430,0.589788,0.01274902,0.155768
002586,0.410138,0.668260,0.01343734,0.153041
002587,0.360138,0.661962,0.01284258,0.155078
002588,0.326260,0.682178,0.01831866,0.176750
002589,0.206256,0.369656,0.00472320,0.169009
002590,0.203275,0.334168,0.00389184,0.170412
002591,0.193428,0.314680,0.00446899,0.189640
002592,0.262505,0.695899,0.01850610,0.175568
002593,0.269390,0.706159,0.02010015,0.175120
002594,0.259700,0.710042,0.01658453,0.151978
002595,0.649942,0.451137,0.00854334,0.176418
002596,0.563909,0.466997,0.00831771,0.176037
002597,0.442287,0.503721,0.01469923,0.225396
002598,0.961795,0.341259,0.00852611,0.283418
002599,0.779764,0.420959,0.00820703,0.172398
002600,0.789411,0.387307,0.00680486,0.188840
002601,0.565206,0.461484,0.01291201,0.204587
002602,0.674323,0.498950,0.01572297,0.219846
002603,0.734541,0.403772,0.00689051,0.168826
002604,0.460142,0.325300,0.00629185,0.203314
002605,0.706805,0.219185,0.00224355,0.186128
002606,0.367271,0.292817,0.00437741,0.178086
002607,1.053327,0.506024,0.01115645,0.192998
002608,0.858558,0.664623,0.01360616,0.178495
002609,0.877299,0.471202,0.01213888,0.231897
002610,0.411178,0.345977,0.00625184,0.229836
002611,0.420498,0.341191,0.00429363,0.189932
002612,0.519399,0.343525,0.00484554,0.201696
002613,0.617978,0.467844,0.01035061,0.173100
002614,0.631992,0.456732,0.01002152,0.181647
002615,0.618817,0.476078,0.01520518,0.225613
002616,0.974905,0.493461,0.00855590,0.176755
002617,0.884505,0.498274,0.01315830,0.214028
002618,0.942338,0.602394,0.01521843,0.196084
002619,0.422814,0.467428,0.00960139,0.175575
002620,0.404217,0.480294,0.00913915,0.167971
002621,0.395362,0.482855,0.01159356,0.192790
002622,1.003230,0.539762,0.01444527,0.181493
002623,1.014121,0.412765,0.00854372,0.171857
002624,1.021886,0.495104,0.01420225,0.207847
002625,0.188959,0.631097,0.01978454,0.209979
002626,0.291690,0.611263,0.01683380,0.195105
002627,0.676402,0.576351,0.01481022,0.183456
002628,0.227772,0.408471,0.00653214,0.187907
002629,0.220971,0.486875,0.00755632,0.167505
002630,0.220002,0.450448,0.00991423,0.219987
002631,0.767894,0.565155,0.00924879,0.168660
002632,0.760385,0.448778,0.00906795,0.203626
002633,0.733918,0.484708,0.01000043,0.204619
002634,0.118996,0.620550,0.01304391,0.170983
002635,0.129320,0.737281,0.02355413,0.193522
002636,0.186357,0.724915,0.01661021,0.174813
002637,0.798252,0.447608,0.01206003,0.201581
002638,0.798252,0.394617,0.01113265,0.222846
002639,0.822690,0.444190,0.01188441,0.215858
002640,0.476562,0.260859,0.00232850,0.163356
002641,0.746779,0.245327,0.00260775,0.197288
002642,0.683315,0.286021,0.00327146,0.176996
002643,0.056337,0.596557,0.01078689,0.165892
002644,0.047522,0.557884,0.01557790,0.197232
002645,0.101863,0.689394,0.01578567,0.190810
002646,0.078125,0.496822,0.01068379,0.185796
002647,1.014452,0.495072,0.01017861,0.163818
002648,0.203125,0.384585,0.00883431,0.240606
002649,1.040266,0.483691,0.01836205,0.204558
002650,1.033172,0.471036,0.01456641,0.177398
002651,1.030688,0.519556,0.01559923,0.147883
002652,0.892747,0.451134,0.00939157,0.174426
002653,0.656994,0.416001,0.00684609,0.186014
002654,0.813889,0.425851,0.00787639,0.187979
002655,0.938313,0.535670,0.01065964,0.172339
002656,1.003230,0.493752,0.01117772,0.185659
002657,0.992311,0.592459,0.01197314,0.153121
002658,0.419990,0.672288,0.02719746,0.208014
002659,0.446408,0.664245,0.01778010,0.153803
002660,0.444146,0.609461,0.02367784,0.207344
002661,0.411697,0.838747,0.03667795,0.201236
002662,0.370415,0.823784,0.03296069,0.217482
002663,0.401793,0.849582,0.02784552,0.177142
002664,0.882259,0.553301,0.01288556,0.186301
002665,0.668642,0.569368,0.01099292,0.164456
002666,0.509792,0.536779,0.01266255,0.194460
002667,1.064910,0.632477,0.01749440,0.190509
002668,1.046583,0.654340,0.01762995,0.203668
002669,1.062414,0.605137,0.01367729,0.177825
002670,0.787243,0.464677,0.00747909,0.177768
002671,0.751382,0.438674,0.00636287,0.188683
002672,0.768807,0.415428,0.00618797,0.205981
002673,0.940944,0.403673,0.00811851,0.207888
002674,0.239654,0.315958,0.00500525,0.202606
002675,0.113752,0.378009,0.00635643,0.181821
002676,0.893772,0.485806,0.01089980,0.165048
002677,0.888841,0.480115,0.01273511,0.191031
002678,0.884505,0.501484,0.01569167,0.193517
002679,0.758819,0.360424,0.00881747,0.224041
002680,0.655180,0.382086,0.00880873,0.218702
002681,0.714021,0.397298,0.01073104,0.228649
002682,0.254357,0.686185,0.02532586,0.213421
002683,0.378241,0.686813,0.01814252,0.181792
002684,0.377110,0.720771,0.01684789,0.160635
002685,0.725890,0.691740,0.01915376,0.142156
002686,0.685099,0.721103,0.02458762,0.178953
002687,0.665210,0.702171,0.01956724,0.157658
002688,0.113752,0.614116,0.01069059,0.156017
002689,0.113752,0.639173,0.01842445,0.205401
002690,0.110485,0.565209,0.01252417,0.190529
002691,1.034677,0.580014,0.01715705,0.201306
002692,1.041175,0.550681,0.01680019,0.222627
002693,1.023795,0.559884,0.01253159,0.186003
002694,0.300553,0.669018,0.02394694,0.198153
002695,0.311032,0.663609,0.01627918,0.157611
002696,0.309556,0.671166,0.01592082,0.150177
002697,0.969883,0.442563,0.01118748,0.199216
002698,0.971518,0.443875,0.01447774,0.223593
002699,0.972052,0.454822,0.01157852,0.190415
002700,0.922438,0.534369,0.01468178,0.227111
002701,0.908974,0.542751,0.00993934,0.180272
002702,0.924553,0.518378,0.01275971,0.208473
002703,0.968498,0.533824,0.01336447,0.194208
002704,1.076794,0.477720,0.01497790,0.245919
002705,0.890248,0.629051,0.01741247,0.155998
002706,0.039836,0.351873,0.00748409,0.187717
002707,0.179688,0.420547,0.00659711,0.179800
002708,0.031250,0.512056,0.01107491,0.175874
002709,0.284379,0.614106,0.01171718,0.147714
002710,0.183053,0.683742,0.01920619,0.185664
002711,0.217631,0.664350,0.01652508,0.181065
002712,0.127178,0.320161,0.00463868,0.182521
002713,0.104816,0.377022,0.00764756,0.200380
002714,0.154087,0.334463,0.00670697,0.217717
002715,0.605204,0.366792,0.00957167,0.221450
002716,0.585938,0.395210,0.01050862,0.219216
002717,0.604599,0.337113,0.00730424,0.210779
002718,0.622112,0.387823,0.00986859,0.209850
002719,0.759261,0.357125,0.00997006,0.223482
002720,0.692101,0.404004,0.01500255,0.241836
002721,0.958139,0.562166,0.01590126,0.193352
002722,0.959189,0.540609,0.01532072,0.203104
002723,0.888635,0.506265,0.00876061,0.161161
002724,0.487765,0.341068,0.00920738,0.229480
002725,0.548713,0.310703,0.00788301,0.231998
002726,0.555567,0.328651,0.00626727,0.197151
002727,0.548268,0.579727,0.02186500,0.211902
002728,0.541322,0.568928,0.01254178,0.147469
002729,0.565206,0.584136,0.01538195,0.170029
002730,0.091109,0.463401,0.01173071,0.189046
002731,0.128847,0.594815,0.01245297,0.167257
